Day,Temp_Max,Temp_Avg,Temp_Min,Dew_Max,Dew_Avg,Dew_Min,Humidity_Max,Humidity_Avg,Humidity_Min,Wind_Max,Wind_Avg,Wind_Min,Pressure_Max,Pressure_Avg,Pressure_Min,Precip_Total
1,58,43.4,28,34,30.9,25,89,64.6,37,9,4.5,0,29.6,29.5,29.4,0.00
2,70,54.5,42,43,38.4,33,76,56.9,33,9,4.6,0,29.4,29.3,29.3,0.00
3,67,53.1,39,42,39.3,35,86,61.5,40,9,5.2,0,29.3,29.3,29.2,0.00
4,61,51.8,46,38,32.5,28,71,50.0,30,14,7.3,3,29.2,29.1,29.1,0.00
5,64,51.7,42,31,28.3,22,60,42.0,26,15,9.3,5,29.4,29.2,29.1,0.00
6,59,46.7,38,33,29.7,22,70,52.9,36,12,7.1,0,29.6,29.5,29.4,0.00
7,68,50.3,30,36,30.8,27,88,52.8,24,13,4.9,0,29.6,29.5,29.5,0.00
8,62,55.3,48,36,32.3,30,52,42.1,32,23,14.0,3,29.6,29.5,29.4,0.00
9,62,56.8,52,57,50.5,37,93,80.5,47,17,8.8,5,29.4,29.4,29.3,0.02
10,63,59.1,51,59,54.8,48,93,85.6,78,12,4.9,0,29.3,29.3,29.3,0.47
11,56,51.1,46,49,46.1,43,93,83.4,72,10,7.0,3,29.3,29.3,29.2,0.99
12,52,46.9,34,48,43.0,31,93,86.5,79,18,10.1,5,29.2,29.1,28.9,0.00
13,54,43.3,34,33,30.2,27,83,62.5,37,8,5.4,3,29.5,29.4,29.2,1.16
14,65,48.7,33,35,31.6,28,85,56.3,28,9,5.1,0,29.6,29.6,29.5,0.00
15,68,55.0,40,42,36.5,31,73,51.4,37,12,7.8,3,29.5,29.5,29.4,0.00
16,66,48.3,35,52,38.4,29,88,69.8,55,24,9.3,0,29.5,29.3,29.1,0.00
17,36,30.7,26,27,16.3,8,79,56.5,38,16,10.5,3,29.6,29.6,29.4,0.27
18,50,34.6,20,21,14.4,11,81,48.3,23,6,3.4,0,29.6,29.5,29.4,0.00
19,59,41.9,26,25,20.7,18,78,48.1,20,7,3.6,0,29.6,29.5,29.5,0.00
20,63,49.0,36,29,24.9,20,76,43.5,19,10,3.8,0,29.6,29.6,29.6,0.00
21,71,55.6,36,39,33.0,27,73,45.3,28,18,9.9,0,29.6,29.5,29.3,0.00
22,61,58.1,55,54,49.7,40,89,74.6,49,20,13.2,6,29.3,29.1,29.0,0.00
23,65,54.7,46,51,39.5,21,90,61.7,25,18,8.4,0,29.2,29.1,29.0,0.39
24,50,45.8,32,33,27.2,23,75,49.0,38,18,8.9,3,29.5,29.4,29.1,0.00
25,68,50.0,30,34,28.8,23,79,48.5,25,17,9.0,3,29.5,29.4,29.3,0.00
26,75,66.2,57,52,43.0,33,55,43.3,34,20,11.8,6,29.4,29.3,29.1,0.00
27,75,68.1,62,57,54.5,47,78,62.5,49,29,18.8,12,29.1,29.0,29.0,0.00
28,72,52.3,36,59,37.3,15,89,58.6,32,23,15.1,3,29.8,29.4,29.0,0.00
29,50,40.7,31,20,16.3,13,59,39.0,23,13,7.4,5,29.9,29.8,29.6,0.51
